ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0014706	striated muscle tissue development	196	0.780634431848507	1.29219900189392	0.000105999788000424	0.0084907171957808	0.00739668074294764	742	tags=14%, list=6%, signal=14%	ENSG00000096696/ENSG00000145794/ENSG00000075223/ENSG00000196092/ENSG00000009709/ENSG00000196218/ENSG00000066468/ENSG00000109132/ENSG00000152661/ENSG00000178568/ENSG00000128573/ENSG00000181744/ENSG00000064309/ENSG00000183023/ENSG00000198719/ENSG00000082482/ENSG00000170989/ENSG00000081479/ENSG00000185551/ENSG00000077092/ENSG00000173706/ENSG00000112715/ENSG00000163638/ENSG00000125266/ENSG00000112183/ENSG00000046604/ENSG00000111087/ENSG00000154556
BP	GO:0035239	tube morphogenesis	458	0.725813008200453	1.20588208683849	0.000107999784000432	0.00854278291443417	0.00744203774750345	1449	tags=23%, list=12%, signal=21%	ENSG00000244405/ENSG00000161638/ENSG00000066468/ENSG00000138136/ENSG00000157227/ENSG00000099250/ENSG00000144476/ENSG00000105997/ENSG00000179348/ENSG00000205213/ENSG00000173376/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000137868/ENSG00000105855/ENSG00000114315/ENSG00000136158/ENSG00000139292/ENSG00000177508/ENSG00000164930/ENSG00000133121/ENSG00000154764/ENSG00000008196/ENSG00000196159/ENSG00000151388/ENSG00000197921/ENSG00000064300/ENSG00000130066/ENSG00000198719/ENSG00000170989/ENSG00000081479/ENSG00000004399/ENSG00000146648/ENSG00000120149/ENSG00000141376/ENSG00000185551/ENSG00000182718/ENSG00000173706/ENSG00000124212/ENSG00000182580/ENSG00000112715/ENSG00000065320/ENSG00000101445/ENSG00000163638/ENSG00000137764/ENSG00000171951/ENSG00000148848/ENSG00000137801/ENSG00000186340/ENSG00000181790/ENSG00000164683/ENSG00000113140/ENSG00000156925/ENSG00000074047/ENSG00000135333/ENSG00000125266/ENSG00000138080/ENSG00000037280/ENSG00000124440/ENSG00000148053/ENSG00000173482/ENSG00000176170/ENSG00000116106/ENSG00000087245/ENSG00000133216/ENSG00000145423/ENSG00000111087/ENSG00000145147/ENSG00000160691/ENSG00000163659/ENSG00000113721/ENSG00000142627/ENSG00000165617/ENSG00000044090/ENSG00000134013/ENSG00000101115/ENSG00000151208/ENSG00000130669/ENSG00000115414/ENSG00000169083/ENSG00000103034/ENSG00000168610/ENSG00000136960/ENSG00000143995/ENSG00000169554/ENSG00000148400/ENSG00000102678/ENSG00000108840/ENSG00000170549/ENSG00000185630/ENSG00000140463/ENSG00000120868/ENSG00000007968/ENSG00000107731/ENSG00000092421/ENSG00000184481/ENSG00000163913/ENSG00000188064/ENSG00000138771/ENSG00000106211/ENSG00000069869/ENSG00000074219/ENSG00000116678
BP	GO:0050769	positive regulation of neurogenesis	310	0.748712085630258	1.24183232297763	0.000115999768000464	0.0090623028630486	0.00789461708925835	1195	tags=22%, list=10%, signal=20%	ENSG00000044524/ENSG00000244405/ENSG00000007372/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000167178/ENSG00000143858/ENSG00000173376/ENSG00000148826/ENSG00000139352/ENSG00000120833/ENSG00000132872/ENSG00000114315/ENSG00000153162/ENSG00000177508/ENSG00000163623/ENSG00000064309/ENSG00000077264/ENSG00000064300/ENSG00000176406/ENSG00000130477/ENSG00000081479/ENSG00000179242/ENSG00000077092/ENSG00000178235/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000167191/ENSG00000185008/ENSG00000158301/ENSG00000186868/ENSG00000118513/ENSG00000118432/ENSG00000074047/ENSG00000198910/ENSG00000148053/ENSG00000143320/ENSG00000067715/ENSG00000116106/ENSG00000113657/ENSG00000133216/ENSG00000198121/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000084093/ENSG00000171094/ENSG00000112367/ENSG00000108379/ENSG00000111249/ENSG00000044090/ENSG00000181754/ENSG00000100503/ENSG00000218336/ENSG00000087087/ENSG00000151208/ENSG00000133961/ENSG00000115414/ENSG00000277586/ENSG00000132535/ENSG00000103034/ENSG00000134352/ENSG00000035862/ENSG00000169554/ENSG00000148400/ENSG00000184349
BP	GO:0050890	cognition	179	0.7874947839591	1.30305417567682	0.00011999976000048	0.00926046928393948	0.00806724959078965	1311	tags=26%, list=11%, signal=23%	ENSG00000018625/ENSG00000134121/ENSG00000106236/ENSG00000161638/ENSG00000148082/ENSG00000132872/ENSG00000128573/ENSG00000137868/ENSG00000123360/ENSG00000184144/ENSG00000082482/ENSG00000110076/ENSG00000146648/ENSG00000131094/ENSG00000182621/ENSG00000136531/ENSG00000171956/ENSG00000180176/ENSG00000174469/ENSG00000124788/ENSG00000158301/ENSG00000186868/ENSG00000118432/ENSG00000148053/ENSG00000133216/ENSG00000114200/ENSG00000160716/ENSG00000132639/ENSG00000111249/ENSG00000155511/ENSG00000171766/ENSG00000124406/ENSG00000179915/ENSG00000100433/ENSG00000124588/ENSG00000154118/ENSG00000198961/ENSG00000112320/ENSG00000132535/ENSG00000103034/ENSG00000096433/ENSG00000146938/ENSG00000140463/ENSG00000151012/ENSG00000168496/ENSG00000163328
BP	GO:0035637	multicellular organismal signaling	83	0.84456378565279	1.39327992911515	0.00012999974000052	0.00991130547859386	0.00863422496363631	794	tags=22%, list=7%, signal=20%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000163273/ENSG00000152661/ENSG00000171385/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000170989/ENSG00000140538/ENSG00000174469/ENSG00000164983/ENSG00000148053/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0001508	action potential	59	0.873035726387025	1.4386322216247	0.000135999728000544	0.0101247797504405	0.00882019288593002	817	tags=24%, list=7%, signal=22%	ENSG00000018625/ENSG00000096696/ENSG00000152661/ENSG00000171385/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000140538/ENSG00000118432/ENSG00000158445/ENSG00000148053/ENSG00000046604/ENSG00000166257/ENSG00000160716
BP	GO:0050768	negative regulation of neurogenesis	183	0.784621484046021	1.2984013269056	0.000135999728000544	0.0101247797504405	0.00882019288593002	1303	tags=29%, list=11%, signal=26%	ENSG00000007372/ENSG00000138136/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000148826/ENSG00000139352/ENSG00000132872/ENSG00000178568/ENSG00000135144/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000177508/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000182175/ENSG00000197921/ENSG00000064300/ENSG00000152377/ENSG00000134595/ENSG00000198719/ENSG00000090932/ENSG00000007944/ENSG00000140538/ENSG00000065320/ENSG00000135333/ENSG00000125266/ENSG00000169783/ENSG00000115993/ENSG00000116106/ENSG00000113657/ENSG00000162490/ENSG00000183762/ENSG00000133216/ENSG00000198121/ENSG00000145147/ENSG00000006042/ENSG00000084093/ENSG00000137642/ENSG00000108379/ENSG00000150764/ENSG00000142453/ENSG00000105996/ENSG00000198597/ENSG00000083290/ENSG00000168610/ENSG00000143995/ENSG00000148400/ENSG00000157168/ENSG00000185630/ENSG00000118689
BP	GO:0061458	reproductive system development	254	0.759691430109543	1.258952948217	0.000143999712000576	0.0105956997388331	0.00923043441550816	1203	tags=20%, list=10%, signal=18%	ENSG00000113739/ENSG00000169071/ENSG00000066468/ENSG00000157227/ENSG00000179348/ENSG00000205213/ENSG00000176842/ENSG00000152661/ENSG00000070193/ENSG00000137868/ENSG00000105855/ENSG00000172201/ENSG00000114315/ENSG00000136943/ENSG00000153162/ENSG00000154764/ENSG00000138696/ENSG00000054356/ENSG00000081479/ENSG00000184347/ENSG00000146648/ENSG00000185551/ENSG00000135074/ENSG00000100918/ENSG00000124212/ENSG00000112715/ENSG00000049130/ENSG00000185008/ENSG00000164683/ENSG00000110092/ENSG00000074047/ENSG00000102230/ENSG00000052126/ENSG00000123131/ENSG00000180530/ENSG00000145423/ENSG00000111087/ENSG00000145147/ENSG00000173320/ENSG00000163659/ENSG00000130254/ENSG00000163661/ENSG00000187266/ENSG00000113721/ENSG00000044090/ENSG00000167601/ENSG00000169083/ENSG00000128564/ENSG00000196839/ENSG00000013619/ENSG00000102678
BP	GO:0007626	locomotory behavior	109	0.822038105875	1.35754239906763	0.000145999708000584	0.0106193810600885	0.00925106437748407	1219	tags=23%, list=10%, signal=21%	ENSG00000018625/ENSG00000152977/ENSG00000244405/ENSG00000134121/ENSG00000188906/ENSG00000123360/ENSG00000184144/ENSG00000131094/ENSG00000180176/ENSG00000116106/ENSG00000152092/ENSG00000160716/ENSG00000132639/ENSG00000105088/ENSG00000171094/ENSG00000112367/ENSG00000049860/ENSG00000173175/ENSG00000148408/ENSG00000112320/ENSG00000132535/ENSG00000084073/ENSG00000143995/ENSG00000165240/ENSG00000157168
BP	GO:0021782	glial cell development	72	0.855111730678343	1.40994602448666	0.000147999704000592	0.0106425241694971	0.0092712254766878	781	tags=28%, list=7%, signal=26%	ENSG00000112414/ENSG00000169071/ENSG00000148826/ENSG00000139352/ENSG00000010278/ENSG00000172201/ENSG00000184144/ENSG00000123560/ENSG00000114646/ENSG00000197921/ENSG00000198719/ENSG00000146648/ENSG00000140538/ENSG00000162576/ENSG00000186868/ENSG00000148180/ENSG00000148053/ENSG00000182240/ENSG00000132970/ENSG00000198121
CC	GO:0042383	sarcolemma	75	0.85210639209829	1.40518654648626	0.000151999696000608	0.0108073491718185	0.0094148126310489	596	tags=16%, list=5%, signal=15%	ENSG00000018625/ENSG00000196569/ENSG00000196218/ENSG00000128591/ENSG00000134769/ENSG00000171385/ENSG00000142173/ENSG00000183023/ENSG00000136531/ENSG00000182718/ENSG00000158445/ENSG00000029534
BP	GO:0045666	positive regulation of neuron differentiation	250	0.75967277913449	1.25884328912302	0.000173999652000696	0.0120996681083561	0.0105406151246691	1195	tags=23%, list=10%, signal=21%	ENSG00000044524/ENSG00000244405/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000167178/ENSG00000143858/ENSG00000173376/ENSG00000139352/ENSG00000120833/ENSG00000132872/ENSG00000153162/ENSG00000177508/ENSG00000163623/ENSG00000064309/ENSG00000077264/ENSG00000064300/ENSG00000176406/ENSG00000130477/ENSG00000179242/ENSG00000077092/ENSG00000178235/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000167191/ENSG00000185008/ENSG00000158301/ENSG00000186868/ENSG00000118432/ENSG00000074047/ENSG00000198910/ENSG00000148053/ENSG00000143320/ENSG00000067715/ENSG00000116106/ENSG00000113657/ENSG00000198121/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000084093/ENSG00000171094/ENSG00000112367/ENSG00000108379/ENSG00000111249/ENSG00000044090/ENSG00000181754/ENSG00000100503/ENSG00000218336/ENSG00000151208/ENSG00000115414/ENSG00000277586/ENSG00000132535/ENSG00000103034/ENSG00000035862/ENSG00000169554/ENSG00000184349
BP	GO:0048608	reproductive structure development	251	0.759386776182719	1.25839286546874	0.000173999652000696	0.0120996681083561	0.0105406151246691	1203	tags=20%, list=10%, signal=18%	ENSG00000113739/ENSG00000169071/ENSG00000066468/ENSG00000157227/ENSG00000179348/ENSG00000205213/ENSG00000176842/ENSG00000152661/ENSG00000070193/ENSG00000137868/ENSG00000105855/ENSG00000172201/ENSG00000114315/ENSG00000136943/ENSG00000153162/ENSG00000154764/ENSG00000138696/ENSG00000054356/ENSG00000081479/ENSG00000184347/ENSG00000146648/ENSG00000185551/ENSG00000135074/ENSG00000100918/ENSG00000124212/ENSG00000112715/ENSG00000049130/ENSG00000185008/ENSG00000164683/ENSG00000110092/ENSG00000074047/ENSG00000102230/ENSG00000123131/ENSG00000180530/ENSG00000145423/ENSG00000111087/ENSG00000145147/ENSG00000173320/ENSG00000163659/ENSG00000130254/ENSG00000163661/ENSG00000187266/ENSG00000113721/ENSG00000044090/ENSG00000167601/ENSG00000169083/ENSG00000128564/ENSG00000196839/ENSG00000013619/ENSG00000102678
BP	GO:0022612	gland morphogenesis	62	0.865189023751716	1.4259248097288	0.000175999648000704	0.0121057149190049	0.0105458827983946	539	tags=23%, list=5%, signal=22%	ENSG00000244405/ENSG00000075223/ENSG00000115461/ENSG00000007372/ENSG00000066468/ENSG00000099250/ENSG00000070193/ENSG00000172201/ENSG00000196562/ENSG00000004399/ENSG00000146648/ENSG00000120149/ENSG00000065320/ENSG00000074047
BP	GO:0048638	regulation of developmental growth	198	0.775491109103679	1.283737454082	0.00017999964000072	0.012247717440049	0.0106695881684637	1297	tags=26%, list=11%, signal=24%	ENSG00000113739/ENSG00000068078/ENSG00000066468/ENSG00000099250/ENSG00000167178/ENSG00000143858/ENSG00000163273/ENSG00000152661/ENSG00000130558/ENSG00000120833/ENSG00000132872/ENSG00000178568/ENSG00000163623/ENSG00000198719/ENSG00000082482/ENSG00000176406/ENSG00000130477/ENSG00000221866/ENSG00000179242/ENSG00000182621/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000186868/ENSG00000124762/ENSG00000135333/ENSG00000198910/ENSG00000143320/ENSG00000067715/ENSG00000162490/ENSG00000145423/ENSG00000111087/ENSG00000079841/ENSG00000108379/ENSG00000261150/ENSG00000142453/ENSG00000115414/ENSG00000083290/ENSG00000169083/ENSG00000084073/ENSG00000168610/ENSG00000143995/ENSG00000148400/ENSG00000184349/ENSG00000102678/ENSG00000007402/ENSG00000120756/ENSG00000008083/ENSG00000185386/ENSG00000113645/ENSG00000140463/ENSG00000105605
BP	GO:0006936	muscle contraction	153	0.795648374987231	1.31559292305483	0.000183999632000736	0.0123866986308581	0.0107906615093825	843	tags=16%, list=7%, signal=15%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000152661/ENSG00000134769/ENSG00000171385/ENSG00000148834/ENSG00000130528/ENSG00000196562/ENSG00000082781/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000183963/ENSG00000100604/ENSG00000185532/ENSG00000176170/ENSG00000046604/ENSG00000144596/ENSG00000166257/ENSG00000113448/ENSG00000180616/ENSG00000160716/ENSG00000198467
BP	GO:0001764	neuron migration	111	0.817650809941192	1.35030162950118	0.000203999592000816	0.0134469731060538	0.0117143186766258	784	tags=23%, list=7%, signal=22%	ENSG00000134121/ENSG00000007372/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000173376/ENSG00000152661/ENSG00000139352/ENSG00000178568/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000163623/ENSG00000261678/ENSG00000182968/ENSG00000152377/ENSG00000185551/ENSG00000140538/ENSG00000112715/ENSG00000185532/ENSG00000065320/ENSG00000124486/ENSG00000148053/ENSG00000112139/ENSG00000123307/ENSG00000152092
BP	GO:0008016	regulation of heart contraction	106	0.820160398582649	1.35428855717985	0.000203999592000816	0.0134469731060538	0.0117143186766258	794	tags=18%, list=7%, signal=17%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000163273/ENSG00000176842/ENSG00000152661/ENSG00000171385/ENSG00000148834/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000100604/ENSG00000180176/ENSG00000048740/ENSG00000164983/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0030155	regulation of cell adhesion	343	0.737487496113374	1.22385582313527	0.00020999958000084	0.0136997664149002	0.0119345393430754	1603	tags=24%, list=14%, signal=21%	ENSG00000044524/ENSG00000196569/ENSG00000161638/ENSG00000157227/ENSG00000099250/ENSG00000173376/ENSG00000136099/ENSG00000135144/ENSG00000010278/ENSG00000140873/ENSG00000114315/ENSG00000060656/ENSG00000114646/ENSG00000107104/ENSG00000125726/ENSG00000077264/ENSG00000076826/ENSG00000064042/ENSG00000124126/ENSG00000103647/ENSG00000152377/ENSG00000198719/ENSG00000170989/ENSG00000143772/ENSG00000141376/ENSG00000077942/ENSG00000135074/ENSG00000077238/ENSG00000204592/ENSG00000182580/ENSG00000112715/ENSG00000185532/ENSG00000184216/ENSG00000137764/ENSG00000137801/ENSG00000091986/ENSG00000118513/ENSG00000198435/ENSG00000074047/ENSG00000135333/ENSG00000125266/ENSG00000148180/ENSG00000109906/ENSG00000162493/ENSG00000112139/ENSG00000162407/ENSG00000065675/ENSG00000145423/ENSG00000146072/ENSG00000169499/ENSG00000074590/ENSG00000142627/ENSG00000166900/ENSG00000107742/ENSG00000218336/ENSG00000151208/ENSG00000115414/ENSG00000019582/ENSG00000134352/ENSG00000196839/ENSG00000126804/ENSG00000116962/ENSG00000148400/ENSG00000184349/ENSG00000111859/ENSG00000047648/ENSG00000119547/ENSG00000154127/ENSG00000121210/ENSG00000092421/ENSG00000081181/ENSG00000196352/ENSG00000186951/ENSG00000111846/ENSG00000213853/ENSG00000173517/ENSG00000129654/ENSG00000120694/ENSG00000205336/ENSG00000184916/ENSG00000171132/ENSG00000168309
BP	GO:0086001	cardiac muscle cell action potential	38	0.90441610680021	1.48850542756975	0.000224004928108418	0.0144643182150007	0.0126005779645949	326	tags=18%, list=3%, signal=18%	ENSG00000018625/ENSG00000096696/ENSG00000152661/ENSG00000171385/ENSG00000183023/ENSG00000134755/ENSG00000006283
CC	GO:0036477	somatodendritic compartment	499	0.715716498134613	1.18952647595864	0.000227999544000912	0.0145735466104825	0.0126957321842932	1412	tags=20%, list=12%, signal=18%	ENSG00000018625/ENSG00000196569/ENSG00000134121/ENSG00000169071/ENSG00000170017/ENSG00000099250/ENSG00000188906/ENSG00000170091/ENSG00000136099/ENSG00000130558/ENSG00000139352/ENSG00000132872/ENSG00000176658/ENSG00000184144/ENSG00000136943/ENSG00000135905/ENSG00000101210/ENSG00000138696/ENSG00000059804/ENSG00000124126/ENSG00000183023/ENSG00000054356/ENSG00000082482/ENSG00000081479/ENSG00000111674/ENSG00000103154/ENSG00000171798/ENSG00000079215/ENSG00000144191/ENSG00000182580/ENSG00000059915/ENSG00000180176/ENSG00000131435/ENSG00000174469/ENSG00000181790/ENSG00000186868/ENSG00000135333/ENSG00000198910/ENSG00000158445/ENSG00000100505/ENSG00000061337/ENSG00000115993/ENSG00000164082/ENSG00000148053/ENSG00000109819/ENSG00000102385/ENSG00000116106/ENSG00000169862/ENSG00000109501/ENSG00000102317/ENSG00000139112/ENSG00000205571/ENSG00000183762/ENSG00000133216/ENSG00000116560/ENSG00000144596/ENSG00000198121/ENSG00000152092/ENSG00000156299/ENSG00000132639/ENSG00000149970/ENSG00000047579/ENSG00000020577/ENSG00000225968/ENSG00000155511/ENSG00000179915/ENSG00000135824/ENSG00000181754/ENSG00000166900/ENSG00000177707/ENSG00000110400/ENSG00000100503/ENSG00000101298/ENSG00000148408/ENSG00000163873/ENSG00000112208/ENSG00000132535/ENSG00000087586/ENSG00000134352/ENSG00000198888/ENSG00000103942/ENSG00000196839/ENSG00000035862/ENSG00000096433/ENSG00000165240/ENSG00000128594/ENSG00000168824/ENSG00000146938/ENSG00000105605/ENSG00000095397/ENSG00000108852/ENSG00000116729/ENSG00000145730/ENSG00000162105/ENSG00000116141/ENSG00000093010/ENSG00000182636/ENSG00000130529/ENSG00000111196
BP	GO:0060047	heart contraction	120	0.811285756668779	1.3401453932117	0.000235999528000944	0.0147861882494057	0.0128809747591552	794	tags=16%, list=7%, signal=15%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000163273/ENSG00000176842/ENSG00000152661/ENSG00000171385/ENSG00000148834/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000100604/ENSG00000180176/ENSG00000048740/ENSG00000164983/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0060348	bone development	113	0.814255866461347	1.34475257883096	0.000235999528000944	0.0147861882494057	0.0128809747591552	1192	tags=30%, list=10%, signal=27%	ENSG00000164946/ENSG00000204335/ENSG00000068078/ENSG00000196218/ENSG00000066468/ENSG00000157227/ENSG00000163273/ENSG00000162496/ENSG00000152661/ENSG00000153162/ENSG00000138696/ENSG00000196159/ENSG00000196562/ENSG00000163132/ENSG00000120149/ENSG00000166147/ENSG00000077092/ENSG00000182742/ENSG00000182718/ENSG00000113140/ENSG00000162551/ENSG00000145431/ENSG00000139219/ENSG00000145423/ENSG00000114439/ENSG00000103489/ENSG00000157637/ENSG00000142453/ENSG00000102024/ENSG00000177706/ENSG00000186480/ENSG00000084073/ENSG00000143995/ENSG00000138386
BP	GO:0001763	morphogenesis of a branching structure	101	0.822618429272613	1.35805369838673	0.000241999516000968	0.0150134601691581	0.0130789624901658	541	tags=16%, list=5%, signal=15%	ENSG00000244405/ENSG00000075223/ENSG00000066468/ENSG00000157227/ENSG00000099250/ENSG00000188906/ENSG00000205213/ENSG00000168505/ENSG00000070193/ENSG00000136158/ENSG00000196159/ENSG00000004399/ENSG00000120149/ENSG00000112715/ENSG00000074047/ENSG00000135333
CC	GO:0005788	endoplasmic reticulum lumen	168	0.785451743083932	1.29931842087083	0.000261999476001048	0.0158796663538748	0.0138335572385459	1121	tags=25%, list=10%, signal=23%	ENSG00000262655/ENSG00000113739/ENSG00000150687/ENSG00000115461/ENSG00000091136/ENSG00000142173/ENSG00000154764/ENSG00000130635/ENSG00000130528/ENSG00000160963/ENSG00000089199/ENSG00000185269/ENSG00000102265/ENSG00000111186/ENSG00000166147/ENSG00000167123/ENSG00000109861/ENSG00000116260/ENSG00000197565/ENSG00000101938/ENSG00000171951/ENSG00000137801/ENSG00000162576/ENSG00000145431/ENSG00000139219/ENSG00000109501/ENSG00000049449/ENSG00000114200/ENSG00000138823/ENSG00000114270/ENSG00000108379/ENSG00000141753/ENSG00000135862/ENSG00000087301/ENSG00000112280/ENSG00000187955/ENSG00000170275/ENSG00000177706/ENSG00000129103/ENSG00000115414/ENSG00000049239/ENSG00000128564
BP	GO:0031589	cell-substrate adhesion	205	0.769569904399303	1.2741277560677	0.000263999472001056	0.0158796663538748	0.0138335572385459	1603	tags=27%, list=14%, signal=24%	ENSG00000044524/ENSG00000164946/ENSG00000161638/ENSG00000091136/ENSG00000157227/ENSG00000099250/ENSG00000173376/ENSG00000187244/ENSG00000114646/ENSG00000107104/ENSG00000076826/ENSG00000082781/ENSG00000064042/ENSG00000151388/ENSG00000124126/ENSG00000103647/ENSG00000152377/ENSG00000087303/ENSG00000141376/ENSG00000077942/ENSG00000182580/ENSG00000112715/ENSG00000163638/ENSG00000137801/ENSG00000091986/ENSG00000198910/ENSG00000162493/ENSG00000138080/ENSG00000162804/ENSG00000086289/ENSG00000139220/ENSG00000156299/ENSG00000135862/ENSG00000169499/ENSG00000167601/ENSG00000107742/ENSG00000115414/ENSG00000070759/ENSG00000116962/ENSG00000148400/ENSG00000184349/ENSG00000111859/ENSG00000047648/ENSG00000119547/ENSG00000095637/ENSG00000160323/ENSG00000132286/ENSG00000111846/ENSG00000213853/ENSG00000173517/ENSG00000137103/ENSG00000135424/ENSG00000171132/ENSG00000153208/ENSG00000168309
BP	GO:0044065	regulation of respiratory system process	12	0.970801223341181	1.58680071325696	0.000264563724243195	0.0158796663538748	0.0138335572385459	64	tags=17%, list=1%, signal=17%	ENSG00000018625/ENSG00000109132
BP	GO:1990138	neuron projection extension	116	0.811244768141596	1.33989988008885	0.000265999468001064	0.0158796663538748	0.0138335572385459	863	tags=24%, list=7%, signal=23%	ENSG00000187122/ENSG00000170017/ENSG00000099250/ENSG00000167178/ENSG00000143858/ENSG00000130558/ENSG00000132872/ENSG00000163623/ENSG00000001617/ENSG00000176406/ENSG00000130477/ENSG00000184347/ENSG00000082684/ENSG00000221866/ENSG00000179242/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000125848/ENSG00000186868/ENSG00000198910/ENSG00000067715/ENSG00000162490/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000108379
BP	GO:0048863	stem cell differentiation	154	0.790108654143174	1.30650568940214	0.000285999428001144	0.0168746329174008	0.01470032147655	1239	tags=22%, list=11%, signal=20%	ENSG00000075223/ENSG00000213626/ENSG00000162998/ENSG00000066468/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000139352/ENSG00000168505/ENSG00000178568/ENSG00000114315/ENSG00000095261/ENSG00000154764/ENSG00000001617/ENSG00000163132/ENSG00000197921/ENSG00000120149/ENSG00000182742/ENSG00000049130/ENSG00000106536/ENSG00000118513/ENSG00000112183/ENSG00000114200/ENSG00000084093/ENSG00000108379/ENSG00000152518/ENSG00000091127/ENSG00000115414/ENSG00000168610/ENSG00000125285/ENSG00000169554/ENSG00000148400/ENSG00000157168/ENSG00000008083
BP	GO:0035270	endocrine system development	64	0.857244182609127	1.41298892180603	0.000287999424001152	0.0168746329174008	0.01470032147655	539	tags=25%, list=5%, signal=24%	ENSG00000007372/ENSG00000105997/ENSG00000179348/ENSG00000148826/ENSG00000139352/ENSG00000070193/ENSG00000137868/ENSG00000114315/ENSG00000153162/ENSG00000169840/ENSG00000163623/ENSG00000163132/ENSG00000134595/ENSG00000198719/ENSG00000173404/ENSG00000074047
BP	GO:1903522	regulation of blood circulation	119	0.80877102018806	1.33593601409381	0.000295999408001184	0.0171842592094632	0.0149700521458445	794	tags=17%, list=7%, signal=16%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000163273/ENSG00000176842/ENSG00000152661/ENSG00000171385/ENSG00000148834/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000146648/ENSG00000100604/ENSG00000180176/ENSG00000048740/ENSG00000164983/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0003015	heart process	127	0.803014614289251	1.3267645487519	0.000303999392001216	0.0173307040773306	0.0150976274624027	794	tags=15%, list=7%, signal=14%	ENSG00000018625/ENSG00000096696/ENSG00000196218/ENSG00000163273/ENSG00000176842/ENSG00000152661/ENSG00000171385/ENSG00000148834/ENSG00000130528/ENSG00000183023/ENSG00000134755/ENSG00000006283/ENSG00000100604/ENSG00000180176/ENSG00000048740/ENSG00000164983/ENSG00000046604/ENSG00000166257/ENSG00000113448
BP	GO:0051216	cartilage development	95	0.825025200733957	1.36171547345903	0.000303999392001216	0.0173307040773306	0.0150976274624027	718	tags=24%, list=6%, signal=23%	ENSG00000068078/ENSG00000162998/ENSG00000009709/ENSG00000169071/ENSG00000105997/ENSG00000163273/ENSG00000105855/ENSG00000153162/ENSG00000154764/ENSG00000138696/ENSG00000196562/ENSG00000151388/ENSG00000163132/ENSG00000197921/ENSG00000102265/ENSG00000111186/ENSG00000120149/ENSG00000077092/ENSG00000107829/ENSG00000074047/ENSG00000109906/ENSG00000139219/ENSG00000145423
